Nose_X,Nose_Y,Left_Eye_X,Left_Eye_Y,Right_Eye_X,Right_Eye_Y,Left_Ear_X,Left_Ear_Y,Right_Ear_X,Right_Ear_Y,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Right_Elbow_X,Right_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Wrist_X,Right_Wrist_Y,Left_Hip_X,Left_Hip_Y,Right_Hip_X,Right_Hip_Y,Left_Knee_X,Left_Knee_Y,Right_Knee_X,Right_Knee_Y,Left_Ankle_X,Left_Ankle_Y,Right_Ankle_X,Right_Ankle_Y,Class
0.0,0.0,0.0,0.0,0.0,0.0,0.7383472,0.23617081,0.8363069,0.24505605,0.67265135,0.29985902,0.8733739,0.33703074,0.5474286,0.37021598,0.8868143,0.47483814,0.52170306,0.3566177,0.0,0.0,0.67383075,0.59324634,0.80978394,0.6028041,0.6277446,0.83326375,0.7877037,0.83500576,0.0,0.0,0.0,0.0,Attack
0.36242354,0.30508336,0.37166864,0.28806973,0.34299675,0.28572434,0.0,0.0,0.2922247,0.2992688,0.39277712,0.40608364,0.23610601,0.3947508,0.4934078,0.49966675,0.2541425,0.4954563,0.5117413,0.4173542,0.35552108,0.4345765,0.340931,0.6603415,0.21796498,0.6581336,0.38305643,0.85718775,0.14443004,0.8734464,0.0,0.0,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.7484561,0.24772272,0.8372381,0.25841722,0.6891251,0.30727014,0.8770326,0.3331344,0.56717795,0.39185232,0.8822176,0.48121354,0.5317867,0.41052467,0.0,0.0,0.6719307,0.58501333,0.79801244,0.58806294,0.6022891,0.80875117,0.7527619,0.81471616,0.0,0.0,0.0,0.0,Attack
0.3543443,0.31578624,0.36124992,0.29758516,0.33435112,0.29791474,0.0,0.0,0.28460956,0.31123772,0.39005852,0.41366264,0.23220028,0.4067627,0.4811406,0.52540654,0.23223783,0.5178028,0.5035156,0.44150633,0.28500953,0.45761412,0.3457168,0.6719175,0.22411004,0.6703068,0.3825742,0.8561264,0.13078889,0.87702215,0.0,0.0,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.7407057,0.24806501,0.83629787,0.26124552,0.6871526,0.3102949,0.86644,0.34412828,0.553474,0.3891962,0.870774,0.4916432,0.51633126,0.41437447,0.80652714,0.5417753,0.6494134,0.5792714,0.77387816,0.58438385,0.6029951,0.8229627,0.76382065,0.8265467,0.0,0.0,0.0,0.0,Attack
0.33821285,0.33049908,0.34836408,0.31211886,0.31949908,0.31272522,0.0,0.0,0.27211952,0.32387832,0.37735093,0.4276326,0.22231002,0.41607186,0.46792552,0.5391125,0.22759913,0.51167834,0.4905562,0.45562443,0.2947784,0.44661912,0.34860027,0.6811,0.22838894,0.6777084,0.38437974,0.85102,0.13105012,0.8740028,0.0,0.0,0.0,0.0,Attack
0.7448805,0.27430427,0.76408345,0.25763452,0.7514812,0.26177868,0.80129397,0.25696737,0.0,0.0,0.7195955,0.3192411,0.8275976,0.35926408,0.5270363,0.39494315,0.85638565,0.5111543,0.49310637,0.4029006,0.8574123,0.41917452,0.66938597,0.5989442,0.71250206,0.60424274,0.68088657,0.84840834,0.64653313,0.8291726,0.7090626,0.97090334,0.5490766,0.9431688,Attack
0.3303886,0.3465549,0.33890033,0.3285379,0.31165215,0.32900387,0.0,0.0,0.2627122,0.3397156,0.36412022,0.44138727,0.21197584,0.43154725,0.4612686,0.5485219,0.20909426,0.5197355,0.4827365,0.46000022,0.26880437,0.41466483,0.33913648,0.69711155,0.22137713,0.6951249,0.37425014,0.8601624,0.11691239,0.88232726,0.0,0.0,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.76972854,0.2564075,0.80089605,0.26364252,0.69324166,0.3148945,0.83151186,0.3610638,0.5258271,0.4001419,0.8380572,0.50146884,0.0,0.0,0.0,0.0,0.6368102,0.611385,0.7335082,0.6236962,0.5327905,0.842005,0.73542845,0.85254776,0.0,0.0,0.0,0.0,Attack
0.3148176,0.36145273,0.3249931,0.3441218,0.2968562,0.34324896,0.32775608,0.35654366,0.24688555,0.35193327,0.34767702,0.4574136,0.1990234,0.4471577,0.45938835,0.54383236,0.19769806,0.5438276,0.47598717,0.44895145,0.20992798,0.553079,0.3257964,0.7098504,0.21148764,0.7078167,0.36971352,0.85698044,0.1169645,0.88545203,0.0,0.0,0.0,0.0,Attack
0.31033996,0.36410424,0.31895027,0.3474565,0.29147103,0.34596542,0.0,0.0,0.24257068,0.3560186,0.3399569,0.45095176,0.19335973,0.4579255,0.4678457,0.5296887,0.19404091,0.58525586,0.4802677,0.43469572,0.29083008,0.540122,0.32999724,0.70622355,0.21757893,0.71231824,0.35612896,0.8674552,0.11581937,0.8952691,0.0,0.0,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.69557494,0.2659017,0.77646995,0.27234808,0.6290563,0.32284623,0.8103096,0.3699504,0.48786142,0.38712433,0.8245866,0.50406003,0.4582939,0.37878206,0.0,0.0,0.58765715,0.6022285,0.72043085,0.61242974,0.5002401,0.8391783,0.73330975,0.83830357,0.40477625,0.96049297,0.0,0.0,Attack
0.31489834,0.35758713,0.32375473,0.3403194,0.29496428,0.3393316,0.0,0.0,0.24807389,0.35023782,0.34934935,0.4471639,0.20220168,0.45200592,0.4729379,0.51788765,0.17768899,0.5887266,0.4845491,0.41484302,0.25945067,0.56924933,0.3405886,0.70652014,0.22693229,0.7088733,0.36939692,0.8779657,0.11722953,0.89034474,0.0,0.0,0.08256506,0.9744956,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.66874355,0.27188614,0.7664416,0.28475118,0.59516114,0.32411015,0.78608245,0.38287142,0.47565222,0.38181332,0.8046847,0.53060776,0.0,0.0,0.7434982,0.45276955,0.571027,0.6183612,0.7085963,0.6331873,0.52353823,0.86046964,0.719121,0.856465,0.0,0.0,0.0,0.0,Attack
0.33338565,0.3393559,0.33978477,0.32126224,0.31074646,0.32402915,0.0,0.0,0.2660492,0.34427524,0.3738489,0.43748558,0.2218561,0.44477516,0.48525238,0.48739135,0.17167339,0.57492965,0.4790272,0.3834889,0.23382454,0.6032384,0.35208088,0.70028913,0.23416048,0.69988215,0.39787212,0.8719308,0.12751478,0.8778423,0.0,0.0,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.6739682,0.26371542,0.0,0.0,0.64019763,0.3259098,0.78913474,0.38142705,0.51086813,0.3682523,0.79848737,0.52701414,0.43753353,0.34906802,0.0,0.0,0.58959025,0.61635125,0.69514954,0.6276334,0.5267579,0.83183503,0.6957395,0.8305007,0.4269093,0.95036644,0.6983624,0.9604819,Attack
0.6729063,0.24357823,0.6935016,0.23302846,0.6722327,0.23109025,0.7408033,0.25997207,0.0,0.0,0.7897734,0.37461615,0.6167348,0.31493872,0.7888654,0.5175212,0.47738206,0.3458925,0.7826945,0.45017052,0.43673447,0.3453005,0.7054965,0.622461,0.57914263,0.5933799,0.7354128,0.82859206,0.50621516,0.8030353,0.7348884,0.9855004,0.464581,0.96210694,Attack
0.36270303,0.32538727,0.3740607,0.3087769,0.34102398,0.3081259,0.0,0.0,0.29611936,0.33088845,0.40652648,0.43150973,0.24681243,0.4301565,0.49238268,0.4822662,0.17844822,0.54103845,0.4529655,0.3887039,0.18619637,0.5458153,0.3745614,0.6913659,0.24716401,0.6845124,0.44349268,0.87650377,0.13276905,0.8644715,0.0,0.0,0.0,0.0,Attack
0.42033544,0.31285518,0.43164146,0.29802585,0.4047382,0.29201335,0.0,0.0,0.351342,0.30205533,0.43756974,0.42691675,0.26896343,0.3967194,0.4754673,0.53451455,0.19655941,0.5018962,0.43329582,0.45178124,0.19233468,0.5002625,0.40170798,0.67113143,0.26724648,0.65538394,0.47318992,0.85612434,0.1540925,0.8475503,0.0,0.0,0.07096978,0.9638126,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.7074612,0.22818714,0.0,0.0,0.64979136,0.29975036,0.7780214,0.3381119,0.4715803,0.36810872,0.78147763,0.48233563,0.3543618,0.37720326,0.0,0.0,0.60728884,0.5803999,0.6739431,0.58655614,0.59221375,0.8227037,0.63448656,0.820127,0.5946648,0.96185404,0.0,0.0,Attack
0.45570597,0.3081966,0.46565792,0.29251644,0.43987244,0.2887569,0.0,0.0,0.38999408,0.29641235,0.45610848,0.4180106,0.2990072,0.37703454,0.46481246,0.5521869,0.20115516,0.44591027,0.4665471,0.49770844,0.21892372,0.3862901,0.39806202,0.648633,0.2709155,0.6338302,0.45517159,0.82988954,0.15455115,0.840103,0.43475834,0.9781807,0.06362033,0.9644754,Attack
0.48127937,0.31222647,0.4904736,0.30041027,0.47021705,0.29320338,0.0,0.0,0.42484176,0.29738393,0.4664602,0.41378525,0.32178992,0.36940572,0.46103126,0.5441422,0.21849576,0.41999748,0.4464812,0.5365876,0.2808047,0.38699582,0.39082888,0.6368509,0.2702138,0.62177974,0.45576313,0.81267524,0.17490532,0.8228354,0.43934202,0.9734886,0.06216304,0.97286844,Attack
0.47911635,0.32472086,0.49975795,0.31360474,0.46385887,0.30682248,0.0,0.0,0.43493143,0.32094654,0.5168895,0.46174383,0.35890672,0.38800168,0.4730564,0.5888579,0.28589618,0.37959933,0.43066078,0.5669976,0.3925745,0.33123994,0.40085113,0.65303814,0.26778984,0.6214942,0.46609077,0.8222415,0.1582176,0.8197325,0.44871303,0.9715841,0.04588997,0.94866943,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63533586,0.24854364,0.7364614,0.26107085,0.52538884,0.36441007,0.73309267,0.34422937,0.5000244,0.4040393,0.633524,0.32991832,0.6163763,0.5149729,0.64130324,0.5184582,0.7190379,0.76295274,0.54010135,0.7605794,0.77912354,0.96802515,0.43283644,0.97829115,Attack
0.51367456,0.3961269,0.0,0.0,0.5042684,0.37966546,0.0,0.0,0.47795466,0.38131225,0.52340573,0.47223243,0.40086365,0.4126145,0.517228,0.5236631,0.36505616,0.37937388,0.54264045,0.51316774,0.44282863,0.3719906,0.39503518,0.6539285,0.28023,0.62607795,0.48643777,0.816952,0.16345793,0.8133051,0.454788,0.96848214,0.04732091,0.96381104,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.6620196,0.16398363,0.7683708,0.17133398,0.5964184,0.25273004,0.7800062,0.2729244,0.51802564,0.40268496,0.0,0.0,0.508963,0.49323624,0.0,0.0,0.56576943,0.51993525,0.69862163,0.5273128,0.53854746,0.76350284,0.7461875,0.76889473,0.4650639,0.9787893,0.77543557,0.974781,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397953,0.49414396,0.0,0.0,0.48471308,0.5563135,0.49970356,0.4757631,0.46412608,0.5852825,0.50319135,0.5447299,0.39214653,0.6451328,0.30944738,0.6241032,0.49783635,0.82602066,0.18243237,0.83447874,0.46094835,0.9642276,0.0458797,0.97026646,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4616361,0.51162946,0.47543684,0.6091034,0.48742265,0.5177784,0.5404777,0.59759474,0.5569096,0.5318943,0.38874024,0.6507396,0.31416756,0.6367446,0.49982426,0.8090335,0.2019671,0.82885134,0.4722274,0.95909,0.06335001,0.9593912,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796446,0.25539178,0.77555823,0.27016577,0.5664631,0.4036741,0.71358174,0.40263468,0.54188734,0.51110727,0.57456404,0.491573,0.6390471,0.53464395,0.6629512,0.53823143,0.7525248,0.7767135,0.5704465,0.77569175,0.8374212,0.9642645,0.46109578,0.97226095,Attack
0.5674759,0.4725568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5481483,0.5476911,0.47259766,0.49310645,0.50954545,0.63763815,0.45735642,0.46888041,0.51037514,0.6408222,0.5092063,0.42945558,0.41938102,0.6420845,0.33204666,0.61809605,0.5090955,0.817724,0.25269258,0.8160539,0.46878555,0.9706062,0.09005602,0.9462264,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124837,0.2512447,0.73811406,0.26458225,0.5748925,0.35386088,0.62847865,0.36615726,0.5228319,0.46425486,0.5175562,0.45279112,0.6741403,0.5355463,0.6490259,0.5395975,0.79970294,0.780781,0.54198945,0.7820925,0.8711895,0.96474624,0.4583263,0.96403337,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311625,0.25046507,0.72941685,0.26131216,0.55356205,0.32097685,0.5756562,0.34377742,0.45547065,0.4287471,0.4664153,0.42765012,0.68838644,0.54614985,0.6408428,0.5464066,0.82704824,0.7944964,0.5392532,0.78374255,0.89352214,0.9789884,0.4312412,0.9694479,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41211367,0.5363594,0.0,0.0,0.41887215,0.62117356,0.5090539,0.6238614,0.47558874,0.64118785,0.42199925,0.5942339,0.33212757,0.59188145,0.5162626,0.7897061,0.28214186,0.79965454,0.48964682,0.9679817,0.11591709,0.9459503,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49049887,0.47555274,0.0,0.0,0.3834316,0.5376535,0.0,0.0,0.4140863,0.65120864,0.42291722,0.62637645,0.34573257,0.60355115,0.5097837,0.7846632,0.29519323,0.7726436,0.464904,0.95722145,0.13837281,0.9436325,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6793895,0.23496452,0.79103774,0.28011182,0.5303569,0.28577447,0.8012151,0.41350022,0.4573604,0.3659401,0.72910553,0.47798568,0.64064825,0.5410141,0.6635238,0.5499691,0.7718147,0.8220607,0.59744036,0.79278564,0.8445784,0.9742394,0.4774632,0.9572641,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7819848,0.32636502,0.65694135,0.26453894,0.7401404,0.46480563,0.49949875,0.2869398,0.721865,0.53846395,0.44124565,0.38035944,0.6906828,0.55912566,0.5767361,0.5366861,0.8216362,0.7938054,0.5158911,0.78843915,0.85789925,0.9624975,0.4033422,0.987223,Attack
0.75535846,0.23576966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74957234,0.33885568,0.62636876,0.27680334,0.7190944,0.4973103,0.46244672,0.32830024,0.6865942,0.52725375,0.44912076,0.40588942,0.6661445,0.5756707,0.5549902,0.5547021,0.7992955,0.81377506,0.5115024,0.8067743,0.82730806,0.98444366,0.0,0.0,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44254333,0.4724399,0.0,0.0,0.33224127,0.5075736,0.0,0.0,0.33254936,0.59977293,0.43624827,0.6359425,0.35491627,0.61287963,0.5035084,0.80685484,0.3402556,0.769005,0.45653793,0.9694567,0.23048227,0.9463953,Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664821,0.25965923,0.5989231,0.2874518,0.7431811,0.33903694,0.47942725,0.36782095,0.7109414,0.4974397,0.5043882,0.46549797,0.0,0.0,0.5233088,0.5704838,0.639964,0.5805258,0.48581633,0.81755686,0.74432796,0.7859598,0.3345052,0.9816852,0.80684316,0.93027633,Attack
0.5452659,0.33323202,0.0,0.0,0.52906585,0.31766906,0.0,0.0,0.47817874,0.33207813,0.0,0.0,0.39665815,0.40191162,0.0,0.0,0.27389783,0.46904752,0.0,0.0,0.28675908,0.5213491,0.44675496,0.64280325,0.35808104,0.630182,0.4738057,0.8137645,0.35375354,0.80808884,0.0,0.0,0.26387247,0.95961213,Attack
0.7207689,0.30506536,0.0,0.0,0.732755,0.2899307,0.0,0.0,0.71251744,0.26911423,0.595681,0.29721,0.65023947,0.32671696,0.0,0.0,0.656309,0.47029844,0.0,0.0,0.675891,0.40218437,0.5398971,0.54209363,0.5576067,0.55961084,0.6461059,0.7714291,0.56065917,0.7993401,0.0,0.0,0.0,0.0,Attack
0.7341505,0.3081677,0.0,0.0,0.7358377,0.28924885,0.0,0.0,0.70162094,0.2737708,0.6476388,0.3532526,0.62118685,0.34282944,0.64486533,0.5110169,0.64492327,0.48680505,0.70581275,0.6137978,0.7307814,0.577888,0.585959,0.59324217,0.5266352,0.5986245,0.7303365,0.7606093,0.44616586,0.8034864,0.78603226,0.96467054,0.3023147,0.9946588,Attack
0.45974472,0.24962622,0.47293222,0.2338154,0.4386068,0.2324728,0.0,0.0,0.39548194,0.2509666,0.50242317,0.34301442,0.34597698,0.35472286,0.0,0.0,0.25912237,0.46711734,0.0,0.0,0.28682268,0.48348922,0.4608097,0.5929899,0.3566248,0.5910949,0.4530967,0.7895367,0.3282458,0.7676669,0.0,0.0,0.24854305,0.94647324,Attack
0.42544553,0.22211385,0.44005555,0.20473823,0.4047709,0.2063047,0.0,0.0,0.3721517,0.22474888,0.5145395,0.31120124,0.33925313,0.3384853,0.0,0.0,0.28205243,0.47602645,0.0,0.0,0.3056242,0.4083573,0.49558872,0.5842927,0.3797027,0.58589035,0.47599936,0.7860983,0.32094443,0.7498067,0.0,0.0,0.25989723,0.9414857,Attack
0.73630196,0.3155164,0.0,0.0,0.7389119,0.29587257,0.0,0.0,0.6994109,0.27705202,0.61656314,0.3262148,0.62649477,0.34202412,0.6591188,0.3999128,0.63167256,0.5026146,0.0,0.0,0.7149637,0.6400585,0.5233456,0.5747558,0.5590087,0.57910097,0.4587772,0.77298796,0.7203487,0.75280094,0.32494926,0.96657586,0.76003605,0.9726265,Attack
0.43208116,0.2763669,0.44832814,0.24433303,0.41492337,0.24433877,0.4678137,0.2348534,0.38670352,0.2344828,0.51464796,0.35122892,0.35303172,0.36050427,0.6069679,0.6130381,0.3101736,0.62630075,0.5578345,0.501514,0.37453407,0.44662458,0.49783376,0.8151586,0.38709098,0.8152171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Attack
0.041413248,0.8064879,0.04962634,0.78758705,0.02889524,0.7922923,0.061435997,0.79514015,0.012245842,0.80736506,0.07677854,0.8799457,0.005217762,0.8924047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Attack
